PC1,PC2,PC3,PC4,New_Column
29.29422206354259,0.8965459200438344,-1.6921316176326178,-0.42846194968476464,1.0
29.79052144753043,-1.3485579442018951,0.5780054459338436,-3.282946862899318,1.0
-10.842930067581174,-2.8767443287792815,0.07906770383408605,-1.9938972355358122,1.0
-4.89965171625928,-6.042370450335579,10.355645152762364,2.1598802801996064,1.0
28.48614516381348,-0.4979708051414303,-1.2863285854310833,-0.11428290586607533,1.0
-5.666930597835767,-6.470544615506865,10.048703651417652,0.9160265477370211,1.0
-12.00796059284076,-2.0439348357580966,-0.4313421821562869,-3.522537889356157,1.0
-12.191910805319505,-1.5426740093138636,-2.0403739788449475,-3.1789686479593686,1.0
30.391041605575197,0.6522898520143527,-2.343971890194559,-2.9196134501059907,1.0
-12.904957360021694,0.9302087588891872,-3.7127519066300043,-1.0747410480414081,-1.0
-10.669482691671115,-3.6108740255801672,1.9208063704051725,-4.825203703975034,1.0
-11.81638171314092,-0.49566092211446683,-0.742811764718749,0.44912709225096376,-1.0
-11.076361222523353,-0.9851871288892471,0.4067804350143855,0.9791188953559549,-1.0
-10.314763187540672,-0.12118995702792516,1.0128322162843506,1.74306550621389,-1.0
27.812856124592322,-1.7070750599592002,1.9114102400488386,-1.4490925511286719,1.0
-11.077405095805823,-1.0047628240784314,0.32616878611627625,1.0362243639426254,-1.0
-12.906079565630833,0.9211043685315821,-3.736746474012547,-1.075486573301653,-1.0
-10.637075276349321,-1.2725300729372069,3.332372975611472,0.5925652615572652,-1.0
-10.588446209179612,-1.3437012460502988,4.197156223947076,1.2818557798160533,-1.0
31.478377305425447,-1.3189329426832301,-6.419580911531428,-0.24438604006085649,1.0
-10.743935102579595,-0.7870573449969513,-0.11566087773478502,2.798791619110042,-1.0
-4.8106020049314075,-6.577478099422114,10.604583375077693,1.811934690668168,1.0
20.033962164509592,-6.081212006919664,5.2053496150394665,2.7087375833870375,1.0
-10.532589203612964,-1.5067642365506753,3.9387987500097115,0.8284240673621958,-1.0
-7.835564855679025,0.898225153236093,9.722445366917178,8.263742678293033,-1.0
27.87517198032689,-0.7157873741569312,-1.535692166438011,-1.282499385352636,1.0
-12.16439200907308,-2.1804046198642943,-2.3270742205542603,-3.4835361798083393,1.0
30.97030657506695,-0.40273847352107267,-3.8170678748109124,-0.45503637533426483,1.0
-12.208023714976104,-1.6675743740496811,-2.337750103422073,-3.3833159129579804,1.0
-9.003722581113006,-0.3331455689997925,1.6011549338236695,4.369567332253603,-1.0
-7.823272796330361,0.8897858719170075,9.74596571244537,8.322882741712064,-1.0
3.0179730941092044,11.139117668607735,-10.932113656890447,20.09406654037705,-1.0
30.371950477702583,-1.203242740564458,-0.1286685866419158,-1.2263185253037645,1.0
-11.975502733317683,-2.0546762566607213,-1.4965447984606324,-3.5001868313272984,1.0
-10.75511335739004,-0.6735772814572316,0.021507708533210195,2.8503744932166497,-1.0
