,2,3,24,25
13267,48,48,100,100
13268,102,102,48,49
13269,102,102,48,49
13270,48,48,100,100
13271,102,102,48,49
13272,48,48,100,100
13273,48,51,52,48
13274,102,102,48,49
13275,48,51,54,55
13276,48,48,100,100
13277,48,48,100,100
13278,48,48,100,100
13279,48,48,100,100
13280,48,51,54,55
13281,50,56,48,48
13282,102,102,48,49
13283,102,102,48,49
13284,48,48,100,100
13285,48,51,57,56
13286,102,102,48,49
13287,102,102,48,49
13288,50,50,52,57
13289,48,48,100,100
13290,102,102,48,49
13291,97,50,56,101
13292,102,102,48,49
13293,48,51,102,48
13294,98,101,49,57
13295,55,49,48,53
13296,48,48,100,100
13297,57,55,99,100
13298,48,48,100,100
13299,48,48,100,100
13300,50,50,52,57
13301,48,51,48,48
13302,102,102,48,49
13303,52,53,55,51
13304,102,102,48,49
13305,48,51,98,50
13306,48,53,57,98
13307,102,102,48,49
13308,48,51,101,52
13309,48,48,100,100
13310,52,53,55,51
13311,102,102,48,49
13312,102,102,48,49
13313,48,48,100,100
13314,102,102,48,49
13315,48,48,100,100
13316,48,49,100,100
13317,102,102,48,49
13318,102,102,48,49
13319,51,51,101,48
13320,53,53,54,100
13321,48,51,52,50
13322,48,49,100,100
13323,48,48,100,100
13324,48,48,100,100
13325,48,49,100,100
13326,53,53,54,100
13327,48,51,97,52
13328,53,53,54,100
13329,102,102,48,49
13330,48,48,100,100
13331,54,98,49,100
13332,102,102,48,49
13333,50,48,50,99
13334,50,48,102,99
13335,52,57,97,50
13336,50,50,52,57
13337,102,102,48,49
13338,99,102,99,49
13339,53,53,54,100
13340,51,52,48,48
13341,102,102,48,49
13342,101,102,50,48
13343,48,49,100,100
13344,51,52,48,48
13345,102,102,48,49
13346,53,52,50,48
13347,48,48,100,100
13348,48,48,100,100
13349,55,52,53,57
13350,102,53,51,99
13351,55,100,97,56
13352,48,51,56,99
13353,49,56,50,98
13354,102,102,48,49
13355,97,56,101,98
13356,48,48,100,100
13357,50,50,52,57
13358,102,102,48,49
13359,102,102,48,49
13360,48,51,50,52
13361,48,48,100,100
13362,52,53,54,100
13363,53,53,54,100
13364,48,51,51,54
13365,48,51,52,57
13366,48,48,100,100
13367,50,50,52,57
13368,48,51,100,53
13369,53,52,50,48
13370,48,48,100,100
13371,48,56,100,100
13372,102,99,99,98
13373,48,48,100,100
13374,48,51,56,101
13375,102,102,48,49
13376,101,54,48,54
13377,48,48,100,100
13378,102,102,48,49
13379,48,48,100,100
13380,48,51,48,51
13381,102,102,48,49
13382,50,50,52,57
13383,48,51,102,101
13384,48,48,100,100
13385,48,48,100,100
13386,53,52,50,48
13387,48,48,100,100
13388,102,102,48,49
13389,56,50,55,98
13390,102,102,48,49
13391,48,51,51,55
13392,52,51,53,56
13393,50,97,98,50
13394,102,102,48,49
13395,48,48,100,100
13396,48,48,100,100
13397,53,52,50,48
13398,102,102,48,49
13399,102,102,48,49
13400,48,57,100,100
13401,48,48,100,100
13402,51,57,55,50
13403,102,102,48,49
13404,48,48,100,100
13405,48,48,100,100
13406,102,102,48,49
13407,48,48,100,100
13408,102,102,48,49
13409,102,102,48,49
13410,48,51,51,54
13411,102,102,48,49
13412,48,48,100,100
13413,102,102,48,49
13414,100,48,99,53
13415,48,49,100,100
13416,52,53,55,51
13417,48,48,100,100
13418,102,102,48,49
13419,48,48,100,100
13420,48,48,100,100
13421,53,52,50,48
13422,48,51,56,100
13423,55,98,101,100
13424,48,51,54,100
13425,48,48,100,100
13426,48,48,100,100
13427,48,48,100,100
13428,102,102,48,49
13429,48,48,100,100
13430,48,48,100,100
13431,53,52,98,100
13432,48,48,100,100
13433,102,99,101,97
13434,53,52,50,48
13435,53,53,54,100
13436,48,48,100,100
13437,48,48,100,100
13438,48,48,100,100
13439,102,102,48,49
13440,48,48,100,100
13441,48,48,100,100
13442,53,53,54,100
13443,53,52,50,48
13444,102,102,48,49
13445,48,48,100,100
13446,48,57,100,100
13447,53,52,50,48
13448,48,48,100,100
13449,48,48,100,100
13450,57,50,100,97
13451,48,48,100,100
13452,102,102,48,49
13453,102,102,48,49
13454,51,52,48,48
13455,102,102,48,49
13456,53,101,101,51
13457,48,48,100,100
13458,98,57,55,54
13459,99,51,51,49
13460,48,51,56,51
13461,52,53,55,51
13462,55,55,50,57
13463,48,48,100,100
13464,52,53,50,100
13465,48,49,100,100
13466,48,51,50,51
13467,102,102,48,49
13468,48,48,100,100
13469,48,48,100,100
13470,102,102,48,49
13471,48,48,100,100
13472,102,102,48,49
13473,48,51,97,100
13474,48,51,55,51
13475,48,48,100,100
13476,48,48,100,100
13477,102,102,48,49
13478,102,102,48,49
13479,48,51,100,55
13480,48,48,100,100
13481,102,102,48,49
13482,53,55,51,53
13483,102,102,48,49
13484,99,102,101,49
13485,98,102,98,50
13486,102,102,48,49
13487,48,48,100,100
13488,48,51,57,49
13489,48,48,100,100
13490,51,52,48,48
13491,99,99,57,102
13492,52,53,55,51
13493,48,48,100,100
13494,48,51,98,48
13495,50,50,52,57
13496,55,55,97,49
13497,53,53,54,100
13498,48,57,100,100
13499,48,55,97,99
13500,53,52,50,48
13501,52,53,55,51
13502,52,53,55,51
13503,48,48,100,100
13504,102,102,48,49
13505,102,102,48,49
13506,48,49,100,100
13507,101,101,53,53
13508,53,53,54,100
13509,50,51,56,54
13510,102,102,48,49
13511,48,48,100,100
13512,54,55,55,52
13513,48,48,100,100
13514,48,48,100,100
13515,48,51,51,56
13516,51,52,48,48
13517,48,51,55,98
13518,102,102,48,49
13519,48,98,53,52
13520,51,52,48,48
13521,48,51,49,98
13522,48,51,55,50
13523,52,49,97,56
13524,48,51,49,100
13525,50,101,102,102
13526,48,48,100,100
13527,48,48,100,100
13528,48,48,100,100
13529,48,51,53,55
13530,48,48,100,100
13531,102,102,48,49
13532,48,51,55,54
13533,102,102,48,49
13534,48,48,100,100
13535,48,55,97,99
13536,102,102,48,49
13537,48,49,100,100
13538,48,51,102,56
13539,48,48,100,100
13540,48,48,100,100
13541,102,102,48,49
13542,48,57,100,100
13543,48,48,100,100
13544,48,100,101,49
13545,48,48,100,100
13546,48,51,101,51
13547,51,52,48,48
13548,48,51,102,55
13549,48,57,100,100
13550,52,53,55,51
13551,52,53,55,51
13552,102,102,48,49
13553,102,102,48,49
13554,48,48,100,100
13555,56,99,50,49
13556,52,53,50,100
13557,52,55,97,56
13558,53,53,54,100
13559,48,48,100,100
13560,48,49,100,100
13561,102,102,48,49
13562,53,52,50,48
13563,102,102,48,49
13564,48,57,99,53
13565,48,48,100,100
13566,48,48,100,100
13567,102,102,48,49
13568,48,51,50,99
13569,48,51,101,98
13570,53,52,50,48
13571,48,48,100,100
13572,48,51,54,102
13573,48,48,100,100
13574,48,51,97,97
13575,48,49,100,100
13576,102,102,48,49
13577,48,48,100,100
13578,102,102,48,49
13579,102,102,48,49
13580,52,53,55,51
13581,48,49,100,100
13582,48,56,100,100
13583,48,51,97,54
13584,48,48,100,100
13585,98,53,99,55
13586,48,51,57,100
13587,48,48,100,100
13588,48,51,97,50
13589,50,49,52,57
13590,48,49,100,100
13591,102,102,48,49
13592,48,48,100,100
13593,48,57,100,100
13594,102,102,48,49
13595,48,48,100,100
13596,102,102,48,49
13597,48,48,100,100
13598,48,49,100,100
13599,100,48,98,100
13600,102,102,48,49
13601,48,51,102,52
13602,48,48,100,100
13603,48,48,100,100
13604,102,102,48,49
13605,48,48,100,100
13606,53,53,54,100
13607,102,102,48,49
13608,48,48,100,100
13609,48,48,100,100
13610,48,51,101,54
13611,48,48,100,100
13612,102,102,48,49
13613,102,102,48,49
13614,48,51,99,56
13615,102,102,48,49
13616,48,48,100,100
13617,48,48,100,100
13618,102,102,48,49
13619,102,102,48,49
13620,102,102,48,49
13621,102,102,48,49
13622,48,51,50,54
13623,53,52,50,48
13624,102,102,48,49
13625,50,55,54,48
13626,48,53,49,51
13627,102,102,48,49
13628,52,53,54,100
13629,48,51,53,100
13630,102,98,98,101
13631,53,53,54,100
13632,102,102,48,49
13633,48,48,100,100
13634,49,54,102,101
13635,48,48,102,56
13636,48,48,100,100
13637,101,55,49,102
13638,48,48,100,100
13639,48,48,100,100
13640,48,48,100,100
13641,52,51,56,50
13642,52,53,50,100
13643,48,48,100,100
13644,52,53,50,100
13645,49,99,48,101
13646,48,48,100,100
13647,52,53,54,100
13648,102,102,48,49
13649,52,53,55,51
13650,53,52,50,48
13651,48,56,100,100
13652,52,48,102,52
13653,48,48,100,100
13654,48,51,97,57
13655,51,57,99,97
13656,56,49,51,55
13657,55,52,56,50
13658,52,100,48,100
13659,48,51,99,100
13660,48,48,100,100
13661,50,50,52,57
13662,100,55,101,97
13663,53,55,102,54
13664,48,51,52,49
13665,48,49,100,100
13666,48,49,53,53
13667,48,54,57,97
13668,52,53,54,100
13669,102,102,48,49
13670,48,48,100,100
13671,52,53,55,51
13672,52,53,50,100
13673,50,52,102,57
13674,102,102,48,49
13675,52,53,54,100
13676,102,102,48,49
13677,48,48,100,100
13678,48,57,100,100
13679,51,100,48,57
13680,102,102,48,49
13681,48,51,102,57
13682,48,56,100,100
13683,102,102,48,49
13684,48,48,100,100
13685,48,51,51,56
13686,48,48,100,100
13687,48,48,100,100
13688,50,50,52,57
13689,50,54,55,48
13690,48,48,100,100
13691,102,102,48,49
13692,56,53,98,102
13693,99,100,101,100
13694,48,56,100,100
13695,102,102,48,49
13696,48,51,48,102
13697,53,53,54,100
13698,48,49,100,100
13699,102,102,48,49
13700,102,102,48,49
13701,48,48,100,100
13702,48,48,100,100
13703,102,102,48,49
13704,48,48,100,100
13705,102,102,48,49
13706,48,51,48,52
13707,48,48,100,100
13708,48,48,100,100
13709,48,48,100,100
13710,56,55,98,54
13711,102,102,48,49
13712,52,53,55,51
13713,53,52,50,48
13714,48,48,100,100
13715,50,50,52,57
13716,48,49,100,100
13717,102,102,48,49
13718,48,51,55,57
13719,52,53,55,51
13720,102,102,48,49
13721,102,102,48,49
13722,51,52,48,48
13723,53,56,57,49
13724,52,55,55,49
13725,102,102,48,49
13726,50,50,52,57
13727,48,48,100,100
13728,48,48,100,100
13729,48,51,48,48
13730,49,56,98,101
13731,52,53,50,100
13732,97,55,55,49
13733,102,102,48,49
13734,53,52,50,48
13735,52,53,50,100
13736,102,102,48,49
13737,102,102,48,49
13738,101,56,51,48
13739,48,48,100,100
13740,48,48,100,100
13741,48,48,100,100
13742,57,50,56,99
13743,97,49,50,99
13744,48,48,100,100
13745,48,48,100,100
13746,101,102,51,49
13747,48,51,51,55
13748,48,48,100,100
13749,48,48,100,100
13750,49,50,56,55
13751,102,102,48,49
13752,52,53,55,51
13753,54,102,100,57
13754,48,49,100,100
13755,50,50,52,57
13756,102,102,48,49
13757,48,51,50,100
13758,48,56,100,100
13759,52,53,50,100
13760,97,100,49,51
13761,57,48,50,57
13762,48,51,57,98
13763,53,52,50,48
13764,48,52,101,54
13765,48,51,54,55
13766,48,56,100,100
13767,48,49,100,100
13768,102,102,48,49
13769,102,102,48,49
13770,48,49,100,100
13771,48,48,100,100
13772,102,102,48,49
13773,48,51,53,49
13774,48,48,100,100
13775,102,102,48,49
13776,48,51,102,54
13777,102,102,48,49
13778,102,102,48,49
13779,53,52,50,48
13780,48,48,100,100
13781,102,102,48,49
13782,48,49,100,100
13783,48,49,48,48
13784,48,55,97,99
13785,57,51,56,99
13786,52,53,54,100
13787,48,48,100,100
13788,102,102,48,49
13789,52,53,50,100
13790,48,48,100,100
13791,48,48,100,100
13792,48,48,100,100
13793,53,52,50,48
13794,48,48,100,100
13795,51,97,53,52
13796,53,53,54,100
13797,97,54,52,97
13798,48,48,100,100
13799,102,102,48,49
13800,48,48,100,100
13801,102,102,48,49
13802,48,48,100,100
13803,48,49,100,100
13804,50,50,52,57
13805,48,48,100,100
13806,57,55,97,57
13807,48,51,56,97
13808,102,102,48,49
13809,102,102,48,49
13810,101,53,57,51
13811,48,51,55,57
13812,102,102,48,49
13813,48,51,57,56
13814,97,98,101,57
13815,50,50,52,57
13816,48,56,100,100
13817,50,50,52,57
13818,53,53,54,100
13819,48,51,98,100
13820,102,102,48,49
13821,48,49,100,100
13822,48,48,100,100
13823,48,48,100,100
13824,48,48,100,100
13825,48,48,100,100
13826,48,48,100,100
13827,51,52,48,48
13828,99,98,48,97
13829,57,99,48,54
13830,48,48,100,100
13831,49,97,51,97
13832,48,48,100,100
13833,48,48,100,100
13834,52,53,50,100
13835,54,55,55,48
13836,48,48,100,100
13837,102,102,48,49
13838,55,102,102,98
13839,100,55,49,51
13840,53,52,50,48
13841,52,53,54,100
13842,56,57,100,52
13843,48,51,54,51
13844,48,56,100,100
13845,52,53,55,51
13846,102,102,48,49
13847,48,48,48,48
13848,48,48,100,100
13849,48,48,100,100
13850,50,49,97,57
13851,102,102,48,49
13852,48,48,48,48
13853,102,102,48,49
13854,102,102,48,49
13855,102,102,48,49
13856,48,49,100,100
13857,48,48,100,100
13858,48,56,100,100
13859,102,102,48,49
13860,50,50,52,57
13861,48,49,100,100
13862,50,50,52,57
13863,102,102,48,49
13864,48,51,100,102
13865,52,53,55,51
13866,52,53,50,100
13867,52,53,55,51
13868,102,102,48,49
13869,52,53,55,51
13870,102,102,48,49
13871,48,48,100,100
13872,48,49,100,100
13873,49,52,55,55
13874,54,53,97,98
13875,102,102,48,49
13876,53,53,54,100
13877,48,51,57,49
13878,48,51,52,53
13879,49,57,53,101
13880,102,102,48,49
13881,48,54,55,52
13882,48,51,98,101
13883,48,48,100,100
13884,52,53,50,100
13885,48,51,50,99
13886,48,48,100,100
13887,102,102,48,49
13888,52,53,55,51
13889,48,48,100,100
13890,48,57,100,100
13891,48,56,100,100
13892,48,48,100,100
13893,102,102,48,49
13894,100,55,57,56
13895,52,53,55,51
13896,48,48,100,100
13897,101,51,49,102
13898,48,48,100,100
13899,48,51,56,49
13900,48,51,100,54
13901,48,51,99,53
13902,48,51,57,50
13903,53,52,50,48
13904,52,49,97,50
13905,102,102,48,49
13906,52,53,55,51
13907,102,102,48,49
13908,48,57,100,100
13909,48,48,100,100
13910,102,97,57,53
13911,55,55,99,55
13912,48,49,100,100
13913,48,57,100,100
13914,102,102,48,49
13915,48,48,100,100
13916,48,48,100,100
13917,48,51,97,56
13918,52,53,55,51
13919,102,102,48,49
13920,102,102,48,49
13921,48,48,100,100
13922,48,48,100,100
13923,48,48,100,100
13924,48,51,98,100
13925,51,48,99,56
13926,48,48,100,100
13927,50,50,52,57
13928,48,51,52,48
13929,102,102,48,49
13930,48,48,100,100
13931,48,48,49,52
13932,48,57,100,100
13933,102,102,48,49
13934,48,51,55,56
13935,52,53,55,51
13936,50,51,52,51
13937,48,48,100,100
13938,102,102,48,49
13939,52,53,55,51
13940,48,56,100,100
13941,48,48,100,100
13942,48,48,100,100
13943,52,53,55,51
13944,48,49,100,100
13945,57,57,97,51
13946,48,48,100,100
13947,53,53,54,100
13948,48,48,100,100
13949,52,53,55,51
13950,102,102,48,49
13951,48,48,100,100
13952,48,51,54,49
13953,48,49,100,100
13954,48,48,100,100
13955,102,102,48,49
13956,50,50,52,57
13957,102,102,48,49
13958,52,53,55,51
13959,102,102,48,49
13960,102,102,48,49
13961,48,48,100,100
13962,51,50,55,97
13963,48,48,100,100
13964,102,102,48,49
13965,48,56,100,100
13966,48,48,100,100
13967,48,48,100,100
13968,50,50,52,57
13969,48,49,100,100
13970,48,48,100,100
13971,51,52,48,48
13972,48,48,100,100
13973,54,57,52,98
13974,102,102,48,49
13975,48,57,100,100
13976,52,53,54,100
13977,52,53,55,51
13978,48,51,48,48
13979,48,51,56,98
13980,52,53,50,100
13981,102,102,48,49
13982,102,102,48,49
13983,50,50,52,57
13984,48,56,100,100
13985,48,51,100,52
13986,55,52,101,99
13987,51,57,53,97
13988,52,53,50,100
13989,53,53,54,100
13990,48,56,100,100
13991,53,52,50,48
13992,48,56,48,57
13993,102,102,48,49
13994,51,52,48,48
13995,48,48,100,100
13996,48,51,51,102
13997,48,48,100,100
13998,52,53,54,100
13999,48,48,100,100
14000,49,56,48,51
14001,48,53,99,100
14002,48,49,100,100
14003,51,52,48,48
14004,52,53,55,51
14005,52,53,55,51
14006,48,49,100,100
14007,48,48,100,100
14008,53,52,50,48
14009,102,102,48,49
14010,98,51,48,99
14011,48,48,100,100
14012,48,49,98,100
14013,48,48,100,100
14014,102,102,48,49
14015,102,102,48,49
14016,48,48,100,100
14017,102,102,48,49
14018,102,102,48,49
14019,48,51,102,54
14020,102,102,48,49
14021,48,48,100,100
14022,55,98,52,52
14023,51,52,48,48
14024,48,48,100,100
14025,102,102,48,49
14026,97,97,57,55
14027,48,48,100,100
14028,102,102,48,49
14029,48,48,100,100
14030,48,48,100,100
14031,102,102,48,49
14032,48,51,52,102
14033,50,97,51,50
14034,48,49,100,100
14035,53,52,50,48
14036,48,48,100,100
14037,48,48,100,100
14038,50,50,52,57
14039,48,48,100,100
14040,53,49,56,56
14041,53,52,50,48
14042,48,48,100,100
14043,100,51,56,50
14044,51,52,48,48
14045,49,100,49,50
14046,48,51,54,52
14047,48,56,100,100
14048,102,102,48,49
14049,48,48,100,100
14050,102,102,48,49
14051,48,48,100,100
14052,48,48,100,100
14053,102,102,48,49
14054,52,53,54,100
14055,102,102,48,49
14056,102,102,48,49
14057,102,102,48,49
14058,48,51,98,53
14059,102,102,48,49
14060,102,102,48,49
14061,48,48,100,100
14062,53,53,54,100
14063,48,48,100,100
14064,48,49,100,100
14065,102,102,48,49
14066,102,102,48,49
14067,48,48,100,100
14068,52,53,50,100
14069,48,57,100,100
14070,102,102,48,49
14071,48,48,100,100
14072,48,57,100,100
14073,48,48,100,100
14074,48,48,100,100
14075,48,48,100,100
14076,98,56,54,51
14077,48,57,100,100
14078,48,56,100,100
14079,51,52,48,48
14080,102,102,48,49
14081,48,51,98,52
14082,52,53,55,51
14083,53,53,54,100
14084,51,52,48,48
14085,102,102,48,49
14086,53,50,55,49
14087,48,48,100,100
14088,48,48,100,100
14089,102,102,48,49
14090,53,55,50,101
14091,53,52,50,48
14092,102,102,48,49
14093,48,48,100,100
14094,48,49,100,100
14095,102,102,48,49
14096,52,53,55,51
14097,102,102,48,49
14098,102,102,48,49
14099,53,52,50,48
14100,48,49,100,100
14101,48,50,48,55
14102,48,49,100,100
14103,102,102,48,49
14104,102,102,48,49
14105,48,55,99,56
14106,102,102,48,49
14107,102,102,48,49
14108,48,51,101,57
14109,52,53,50,100
14110,48,49,100,100
14111,102,102,48,49
14112,102,102,48,49
14113,48,48,100,100
14114,48,48,100,100
14115,99,100,51,97
14116,48,51,54,51
14117,48,51,97,55
14118,48,48,100,100
14119,102,102,48,49
14120,53,53,54,100
14121,102,102,48,49
14122,53,57,51,53
14123,48,48,100,100
14124,102,102,48,49
14125,48,51,102,52
14126,48,51,101,102
14127,102,102,48,49
14128,55,102,98,54
14129,102,102,48,49
14130,48,48,100,100
14131,48,48,100,100
14132,101,51,55,51
14133,102,102,48,49
14134,48,48,100,100
14135,48,51,56,56
14136,48,48,100,100
14137,48,55,97,99
14138,52,53,54,100
14139,48,48,100,100
14140,48,48,100,100
14141,102,49,51,54
14142,53,52,50,48
14143,48,51,52,52
14144,53,52,50,48
14145,48,51,102,49
14146,48,51,54,55
14147,99,52,54,52
14148,102,102,48,49
14149,48,57,100,100
14150,102,102,48,49
14151,48,48,100,100
14152,48,48,100,100
14153,48,51,55,50
14154,102,102,48,49
14155,102,102,48,49
14156,48,100,57,53
14157,48,51,57,56
14158,49,98,55,55
14159,48,48,100,100
14160,50,50,52,57
14161,102,102,48,49
14162,48,48,100,100
14163,102,102,48,49
14164,48,48,100,100
14165,48,48,100,100
14166,48,57,100,100
14167,102,102,48,49
14168,48,51,51,50
14169,102,102,48,49
14170,102,102,48,49
14171,48,48,100,100
14172,57,56,57,102
14173,48,51,54,50
14174,48,56,100,100
14175,102,102,48,49
14176,48,48,100,100
14177,53,52,50,48
14178,48,56,100,100
14179,102,102,48,49
14180,102,102,48,49
14181,48,48,100,100
14182,48,48,100,100
14183,48,48,100,100
14184,48,48,100,100
14185,48,48,100,100
14186,52,53,55,51
14187,48,51,57,102
14188,102,102,48,49
14189,48,51,101,55
14190,48,55,97,99
14191,102,102,48,49
14192,102,102,48,49
14193,48,51,56,99
14194,48,57,100,100
14195,53,52,50,48
14196,54,57,57,57
14197,48,48,100,100
14198,48,48,100,100
14199,53,52,50,48
14200,102,102,48,49
14201,48,51,53,48
14202,48,48,100,100
14203,53,53,54,100
14204,48,51,52,49
14205,97,97,48,52
14206,48,48,100,100
14207,48,49,100,100
14208,48,48,100,100
14209,55,102,51,50
14210,102,102,48,49
14211,48,51,48,48
14212,48,49,100,100
14213,51,50,54,57
14214,48,51,51,54
14215,102,102,48,49
14216,48,48,100,100
14217,48,51,48,51
14218,102,102,48,49
14219,102,102,48,49
14220,102,102,48,49
14221,48,51,48,53
14222,48,48,100,100
14223,50,50,52,57
14224,48,57,100,100
14225,51,52,48,48
14226,102,102,48,49
14227,51,52,48,48
14228,48,51,49,56
14229,48,56,100,100
14230,53,52,50,48
14231,48,48,100,100
14232,102,102,48,49
14233,48,48,100,100
14234,48,56,100,100
14235,48,56,100,100
14236,48,48,100,100
14237,48,51,55,101
14238,48,56,100,100
14239,48,48,100,100
14240,102,102,48,49
14241,102,102,48,49
14242,98,97,52,97
14243,48,48,100,100
14244,48,51,55,55
14245,102,102,48,49
14246,52,53,55,51
14247,48,48,100,100
14248,48,56,51,54
14249,102,102,48,49
14250,54,55,54,53
14251,102,102,48,49
14252,50,50,52,57
14253,102,102,48,49
14254,50,50,52,57
14255,55,49,56,52
14256,48,51,56,57
14257,48,51,102,55
14258,48,48,100,100
14259,48,48,100,100
14260,48,48,100,100
14261,48,51,57,54
14262,48,51,99,57
14263,102,102,48,49
14264,48,48,100,100
14265,48,48,100,100
14266,97,57,51,52
14267,48,51,57,48
14268,102,102,48,49
14269,48,48,100,100
14270,48,55,97,99
14271,102,102,48,49
14272,101,98,53,52
14273,48,51,97,97
14274,53,52,50,48
14275,48,49,100,100
14276,48,48,100,100
14277,102,102,48,49
14278,102,102,48,49
14279,48,48,100,100
14280,102,102,48,49
14281,48,48,100,100
14282,52,53,50,100
14283,102,102,48,49
14284,48,48,100,100
14285,48,48,100,100
14286,48,48,100,100
14287,52,53,55,51
14288,48,57,100,100
14289,48,48,100,100
14290,100,101,48,102
14291,98,101,102,57
14292,48,48,100,100
14293,102,102,48,49
14294,48,51,55,53
14295,102,102,48,49
14296,48,51,51,97
14297,102,97,57,100
14298,102,102,48,49
14299,52,53,50,100
14300,52,53,50,100
14301,48,51,51,102
14302,53,52,50,48
14303,102,102,48,49
14304,48,49,100,100
14305,48,48,100,100
14306,48,48,100,100
14307,48,51,50,57
14308,102,102,48,49
14309,99,52,53,49
14310,53,53,54,100
14311,53,52,50,48
14312,51,52,48,48
14313,48,48,100,100
14314,49,99,53,52
14315,48,48,100,100
14316,48,48,100,100
14317,48,56,100,100
14318,51,52,48,48
14319,102,102,99,57
14320,48,48,100,100
14321,48,51,54,52
14322,48,48,100,100
14323,102,102,48,49
14324,55,56,50,51
14325,53,53,54,100
14326,48,48,100,100
14327,51,55,48,53
14328,48,51,97,101
14329,49,98,51,98
14330,48,48,100,100
14331,48,51,54,97
14332,102,102,48,49
14333,49,52,56,54
14334,48,51,53,57
14335,48,48,100,100
14336,98,57,52,102
14337,102,102,48,49
14338,48,48,100,100
14339,48,51,48,50
14340,102,102,48,49
14341,50,50,52,57
14342,57,57,101,55
14343,51,52,48,48
14344,48,48,100,100
14345,48,48,100,100
14346,48,48,100,100
14347,48,51,57,98
14348,48,101,97,50
14349,102,102,48,49
14350,102,102,48,49
14351,48,56,100,100
14352,101,53,51,52
14353,48,48,100,100
14354,48,48,100,100
14355,48,48,100,100
14356,51,52,48,48
14357,48,48,100,100
14358,48,51,101,51
14359,51,57,53,100
14360,102,102,48,49
14361,98,52,53,57
14362,102,102,48,49
14363,53,53,54,100
14364,102,102,48,49
14365,52,53,55,51
14366,102,102,48,49
14367,48,48,100,100
14368,101,54,53,52
14369,53,53,54,100
14370,48,48,100,100
14371,48,51,51,48
14372,48,51,102,101
14373,48,48,100,100
14374,52,53,55,51
14375,49,99,54,55
14376,50,50,52,57
14377,48,51,50,98
14378,56,57,55,99
14379,48,48,100,100
14380,54,101,97,56
14381,48,51,102,57
14382,102,102,48,49
14383,48,49,100,100
14384,102,102,48,49
14385,48,51,54,48
14386,102,102,48,49
14387,48,57,100,100
14388,52,53,55,51
14389,48,51,52,51
14390,48,48,49,56
14391,48,48,100,100
14392,48,48,100,100
14393,52,53,55,51
14394,52,53,55,51
14395,48,56,100,100
14396,48,49,100,100
14397,48,51,98,55
14398,48,49,100,100
14399,48,48,100,100
14400,48,48,100,100
14401,48,48,100,100
14402,57,50,98,99
14403,48,48,100,100
14404,48,51,53,50
14405,48,48,100,100
14406,48,48,100,100
14407,53,53,54,100
14408,48,48,100,100
14409,48,48,100,100
14410,48,51,52,100
14411,48,51,50,54
14412,48,48,100,100
14413,102,102,48,49
14414,102,102,48,49
14415,48,51,49,100
14416,52,53,55,51
14417,48,48,100,100
14418,102,102,48,49
14419,48,56,100,100
14420,48,48,100,100
14421,48,48,100,100
14422,52,51,101,51
14423,49,53,98,52
14424,53,52,50,48
14425,48,48,100,100
14426,48,48,100,100
14427,56,102,101,102
14428,48,51,48,101
14429,102,102,48,49
14430,102,102,48,49
14431,48,51,51,54
14432,48,48,100,100
14433,48,51,49,98
14434,48,48,100,100
14435,52,50,55,56
14436,48,51,100,98
14437,48,48,100,100
14438,101,101,97,50
14439,48,48,100,100
14440,48,49,100,100
14441,53,52,50,48
14442,53,52,50,48
14443,48,51,56,52
14444,52,53,55,51
14445,102,102,48,49
14446,48,51,98,55
14447,102,53,49,55
14448,50,50,52,57
14449,48,48,100,100
14450,48,48,100,100
14451,48,51,52,100
14452,98,51,102,48
14453,99,99,102,99
14454,53,52,50,48
14455,51,52,48,48
14456,102,102,48,49
14457,48,48,100,100
14458,53,52,50,48
14459,101,54,98,102
14460,102,102,48,49
14461,48,48,100,100
14462,48,48,100,100
14463,55,99,54,98
14464,48,48,100,100
14465,48,55,97,99
14466,51,57,98,51
14467,48,48,100,100
14468,57,49,51,51
14469,102,102,48,49
14470,54,49,98,54
14471,48,48,100,100
14472,48,56,100,100
14473,53,53,54,100
14474,52,53,55,51
14475,102,102,48,49
14476,102,102,48,49
14477,48,48,100,100
14478,102,102,48,49
14479,100,49,102,52
14480,102,102,48,49
14481,48,48,100,100
14482,48,48,100,100
14483,48,51,98,97
14484,102,102,48,49
14485,52,53,50,100
14486,48,48,48,48
14487,48,48,100,100
14488,48,48,100,100
14489,98,97,51,98
14490,57,97,100,56
14491,48,51,98,48
14492,48,48,100,100
14493,57,54,55,50
14494,48,48,100,100
14495,50,50,52,57
14496,102,102,48,49
14497,102,102,48,49
14498,49,53,99,55
14499,102,102,48,49
14500,99,50,99,48
14501,102,102,48,49
14502,102,102,48,49
14503,53,52,50,48
14504,55,55,52,98
14505,48,51,50,52
14506,48,51,48,50
14507,48,51,100,50
14508,102,102,48,49
14509,102,102,48,49
14510,50,50,52,57
14511,55,97,57,53
14512,102,102,48,49
14513,48,48,100,100
14514,102,102,48,49
14515,48,48,100,100
14516,48,48,100,100
14517,102,102,48,49
14518,52,53,55,51
14519,53,98,50,56
14520,102,102,48,49
14521,102,102,48,49
14522,48,51,55,57
14523,102,102,48,49
14524,48,48,100,100
14525,48,51,49,55
14526,57,51,99,54
14527,102,102,48,49
14528,48,51,99,48
14529,48,48,100,100
14530,102,102,48,49
14531,48,51,48,56
14532,102,102,48,49
14533,48,48,100,100
14534,48,48,100,100
14535,101,51,56,55
14536,48,48,100,100
14537,102,102,48,49
