,2,3,24,25
28808,52,53,54,100
28809,52,53,55,51
28810,52,53,55,51
28811,48,51,50,53
28812,48,55,97,99
28813,48,48,100,100
28814,52,50,56,55
28815,48,48,100,100
28816,55,49,51,54
28817,100,55,48,102
28818,48,56,100,100
28819,48,49,100,100
28820,48,49,100,100
28821,48,56,100,100
28822,102,102,48,49
28823,102,102,48,49
28824,48,51,51,97
28825,53,52,50,48
28826,48,48,100,100
28827,48,48,100,100
28828,48,51,57,53
28829,48,48,100,100
28830,48,51,99,54
28831,102,102,48,49
28832,102,102,48,49
28833,99,48,53,101
28834,102,102,97,52
28835,48,48,100,100
28836,48,48,100,100
28837,53,53,54,100
28838,48,48,100,100
28839,48,48,100,100
28840,102,102,48,49
28841,53,52,50,48
28842,49,97,98,50
28843,56,98,52,57
28844,48,57,100,100
28845,102,102,48,49
28846,51,52,98,48
28847,48,48,100,100
28848,48,48,100,100
28849,52,53,50,100
28850,48,48,100,100
28851,102,102,48,49
28852,51,48,48,49
28853,102,102,48,49
28854,102,102,48,49
28855,50,49,55,52
28856,50,50,52,57
28857,100,55,55,51
28858,51,57,101,51
28859,48,48,100,100
28860,57,56,51,100
28861,52,53,55,51
28862,48,48,100,100
28863,102,102,48,49
28864,48,48,100,100
28865,48,48,100,100
28866,48,56,100,100
28867,53,53,54,100
28868,102,102,48,49
28869,48,48,100,100
28870,49,99,98,50
28871,53,100,53,56
28872,48,48,100,100
28873,102,102,48,49
28874,48,48,100,100
28875,49,101,52,101
28876,102,102,48,49
28877,53,53,54,100
28878,102,102,48,49
28879,48,51,55,54
28880,48,51,54,53
28881,48,48,100,100
28882,102,102,48,49
28883,53,50,101,99
28884,102,102,48,49
28885,102,102,48,49
28886,102,102,48,49
28887,48,51,97,49
28888,53,52,50,48
28889,48,48,100,100
28890,55,56,48,102
28891,48,55,97,99
28892,49,102,52,48
28893,48,48,100,100
28894,53,53,54,100
28895,98,52,52,52
28896,48,48,100,100
28897,49,100,55,99
28898,102,102,48,49
28899,102,102,48,49
28900,48,52,102,100
28901,98,52,49,55
28902,48,49,100,100
28903,48,48,100,100
28904,52,53,50,100
28905,56,50,57,99
28906,51,52,48,48
28907,48,48,100,100
28908,48,48,100,100
28909,48,51,48,55
28910,52,53,55,51
28911,48,51,49,50
28912,48,48,100,100
28913,56,48,56,50
28914,52,53,55,51
28915,55,100,100,56
28916,48,57,100,100
28917,48,48,100,100
28918,53,52,50,48
28919,48,57,97,49
28920,48,51,55,50
28921,48,48,100,100
28922,48,49,100,100
28923,48,48,100,100
28924,48,48,100,100
28925,48,48,100,100
28926,48,48,100,100
28927,48,48,100,100
28928,48,48,100,100
28929,48,48,100,100
28930,54,52,55,56
28931,97,51,56,100
28932,48,51,97,54
28933,48,49,100,100
28934,50,50,52,57
28935,48,51,97,51
28936,48,56,100,100
28937,102,102,48,49
28938,48,51,102,100
28939,102,102,48,49
28940,53,98,57,98
28941,48,48,100,100
28942,102,102,48,49
28943,48,51,49,52
28944,52,53,50,100
28945,48,56,100,100
28946,102,102,48,49
28947,102,102,48,49
28948,48,48,100,100
28949,48,49,100,100
28950,48,49,100,100
28951,102,102,48,49
28952,48,51,100,56
28953,48,48,100,100
28954,53,53,54,100
28955,48,48,100,100
28956,102,102,48,49
28957,48,48,100,100
28958,102,102,48,49
28959,102,102,48,49
28960,48,48,100,100
28961,48,51,101,100
28962,102,102,48,49
28963,52,53,50,100
28964,48,48,100,100
28965,48,51,53,54
28966,102,102,48,49
28967,53,53,54,100
28968,48,48,100,100
28969,102,102,48,49
28970,102,102,48,49
28971,48,48,100,100
28972,51,52,48,48
28973,53,52,50,48
28974,102,102,48,49
28975,51,100,102,51
28976,48,48,100,100
28977,102,102,48,49
28978,53,53,54,100
28979,52,53,50,100
28980,52,53,50,100
28981,48,49,100,100
28982,48,51,55,55
28983,48,48,100,100
28984,52,100,52,57
28985,48,49,100,100
28986,48,48,100,100
28987,102,102,48,49
28988,102,102,48,49
28989,52,53,55,51
28990,53,53,54,100
28991,50,53,98,55
28992,102,102,48,49
28993,53,53,54,100
28994,99,51,54,98
28995,48,48,100,100
28996,48,51,98,51
28997,48,48,100,100
28998,102,102,48,49
28999,48,51,52,102
29000,102,102,48,49
29001,102,102,48,49
29002,102,102,48,49
29003,48,49,100,100
29004,48,48,100,100
29005,48,49,100,100
29006,48,48,100,100
29007,100,57,99,50
29008,48,51,100,56
29009,50,55,50,101
29010,48,48,100,100
29011,102,102,48,49
29012,102,102,48,49
29013,52,53,55,51
29014,102,102,48,49
29015,52,53,55,51
29016,53,55,53,99
29017,48,51,97,56
29018,52,53,50,100
29019,101,100,54,97
29020,48,48,100,100
29021,48,48,100,100
29022,57,102,51,98
29023,48,48,100,100
29024,53,53,54,100
29025,48,48,100,100
29026,48,48,100,100
29027,50,50,52,57
29028,48,51,51,52
29029,48,49,100,100
29030,102,102,48,49
29031,102,102,48,49
29032,48,48,100,100
29033,48,48,100,100
29034,102,102,48,49
29035,48,48,100,100
29036,50,50,52,57
29037,99,50,102,49
29038,50,50,50,52
29039,102,102,48,49
29040,48,51,56,100
29041,48,51,49,99
29042,48,51,100,55
29043,97,55,100,97
29044,48,51,48,52
29045,102,102,48,49
29046,48,48,100,100
29047,48,51,56,49
29048,99,51,54,53
29049,102,102,48,49
29050,53,52,50,48
29051,53,57,56,97
29052,48,55,97,99
29053,48,48,100,100
29054,102,102,48,49
29055,48,56,100,100
29056,102,102,48,49
29057,54,101,98,48
29058,51,52,48,48
29059,99,48,97,50
29060,48,48,100,100
29061,48,51,48,50
29062,48,51,51,102
29063,48,48,100,100
29064,102,102,48,49
29065,48,51,101,100
29066,48,48,48,48
29067,48,48,100,100
29068,98,52,50,53
29069,102,102,48,49
29070,48,48,100,100
29071,102,50,101,52
29072,102,102,48,49
29073,48,51,55,102
29074,102,102,48,49
29075,102,102,48,49
29076,53,52,50,48
29077,102,102,48,49
29078,52,53,55,51
29079,102,102,48,49
29080,48,51,51,57
29081,51,52,56,49
29082,48,53,97,100
29083,48,48,100,100
29084,48,48,100,100
29085,53,52,50,48
29086,48,51,50,98
29087,48,48,100,100
29088,48,49,100,100
29089,102,102,48,49
29090,48,48,100,100
29091,102,102,48,49
29092,55,49,54,54
29093,48,53,102,99
29094,48,49,100,100
29095,52,53,55,51
29096,48,48,100,100
29097,48,48,100,100
29098,48,51,55,100
29099,48,51,98,51
29100,53,53,54,100
29101,48,48,100,100
29102,48,51,50,98
29103,102,102,48,49
29104,48,51,101,101
29105,102,102,48,49
29106,53,53,54,100
29107,51,52,48,48
29108,53,52,50,48
29109,48,49,100,100
29110,52,53,54,100
29111,48,49,100,100
29112,48,49,100,100
29113,54,48,52,100
29114,48,48,100,100
29115,48,48,100,100
29116,48,48,100,100
29117,48,48,100,100
29118,48,48,100,100
29119,53,53,54,100
29120,52,53,50,100
29121,52,53,54,100
29122,102,102,48,49
29123,102,102,48,49
29124,48,51,55,50
29125,102,102,48,49
29126,48,51,54,97
29127,102,102,48,49
29128,48,48,100,100
29129,50,50,52,57
29130,48,51,55,98
29131,102,102,48,49
29132,53,102,57,97
29133,48,48,100,100
29134,49,51,50,54
29135,48,48,100,100
29136,48,48,100,100
29137,57,99,98,101
29138,48,48,100,100
29139,48,56,100,100
29140,102,54,48,56
29141,102,102,48,49
29142,102,102,48,49
29143,48,48,100,100
29144,102,102,48,49
29145,48,51,53,53
29146,49,98,101,101
29147,51,52,48,48
29148,48,57,100,100
29149,48,51,98,101
29150,99,55,48,101
29151,102,102,48,49
29152,48,51,101,50
29153,48,49,100,100
29154,48,48,100,100
29155,102,102,48,49
29156,48,51,101,55
29157,102,102,48,49
29158,48,48,100,100
29159,48,48,100,100
29160,51,52,48,48
29161,52,53,54,100
29162,102,102,48,49
29163,102,102,48,49
29164,102,49,97,51
29165,52,53,54,100
29166,48,48,100,100
29167,52,53,55,51
29168,102,102,48,49
29169,48,48,100,100
29170,48,51,99,97
29171,48,48,48,48
29172,53,53,54,100
29173,48,57,100,100
29174,102,102,48,49
29175,48,57,100,100
29176,48,48,100,100
29177,53,52,50,48
29178,48,54,99,97
29179,102,102,48,49
29180,51,50,57,52
29181,48,51,98,48
29182,50,50,52,57
29183,102,102,48,49
29184,52,53,55,51
29185,48,48,100,100
29186,48,48,100,100
29187,48,48,100,100
29188,102,102,48,49
29189,48,57,100,100
29190,102,102,48,49
29191,48,51,48,100
29192,102,102,48,49
29193,102,102,48,49
29194,48,51,53,50
29195,50,50,52,57
29196,48,56,100,100
29197,102,102,48,49
29198,52,53,54,100
29199,52,53,55,51
29200,102,102,48,49
29201,98,52,97,53
29202,48,48,100,100
29203,48,57,100,100
29204,51,52,48,48
29205,48,51,52,50
29206,102,102,48,49
29207,48,48,100,100
29208,51,97,48,54
29209,48,51,98,99
29210,55,50,101,100
29211,48,48,100,100
29212,48,49,100,100
29213,102,102,48,49
29214,48,51,52,98
29215,53,53,54,100
29216,102,102,48,49
29217,48,51,51,102
29218,48,48,100,100
29219,48,48,100,100
29220,48,48,100,100
29221,53,53,54,100
29222,99,52,51,49
29223,48,49,100,100
29224,102,102,48,49
29225,48,48,100,100
29226,48,48,100,100
29227,49,99,97,51
29228,102,102,48,49
29229,48,51,102,101
29230,48,48,100,100
29231,52,53,55,51
29232,48,48,100,100
29233,48,57,100,100
29234,48,48,100,100
29235,48,48,100,100
29236,102,102,48,49
29237,48,51,98,55
29238,48,51,56,97
29239,48,56,100,100
29240,48,49,100,100
29241,54,99,54,99
29242,48,56,100,100
29243,52,53,50,100
29244,48,48,100,100
29245,48,48,100,100
29246,102,102,48,49
29247,48,48,100,100
29248,52,53,55,51
29249,102,102,48,49
29250,48,53,50,51
29251,54,53,51,51
29252,52,53,50,100
29253,48,49,100,100
29254,101,97,57,99
29255,48,48,100,100
29256,102,102,48,49
29257,48,51,97,99
29258,48,51,50,57
29259,48,55,97,99
29260,102,102,48,49
29261,52,53,50,100
29262,102,102,48,49
29263,53,54,49,51
29264,48,48,100,100
29265,49,50,101,101
29266,48,48,100,100
29267,48,48,100,100
29268,55,51,56,55
29269,52,53,55,51
29270,48,48,100,100
29271,102,102,48,49
29272,48,51,48,52
29273,48,48,100,100
29274,56,99,53,53
29275,48,51,49,57
29276,102,102,48,49
29277,48,48,100,100
29278,48,48,100,100
29279,102,102,48,49
29280,48,48,100,100
29281,48,51,56,57
29282,52,53,54,100
29283,53,52,50,48
29284,102,102,48,49
29285,48,48,100,100
29286,48,57,100,100
29287,52,53,54,100
29288,102,54,49,98
29289,48,48,100,100
29290,102,102,48,49
29291,48,48,100,100
29292,52,53,55,51
29293,101,48,101,55
29294,48,51,101,53
29295,56,51,48,48
29296,49,51,102,57
29297,48,48,100,100
29298,48,48,100,100
29299,98,102,98,52
29300,102,102,48,49
29301,48,48,100,100
29302,48,51,97,56
29303,102,102,48,49
29304,52,53,55,51
29305,48,55,52,99
29306,48,51,48,51
29307,48,48,100,100
29308,48,55,97,99
29309,48,56,100,100
29310,48,49,100,100
29311,102,102,48,49
29312,102,102,48,49
29313,51,52,48,48
29314,55,99,54,99
29315,102,102,48,49
29316,48,49,100,100
29317,48,48,100,100
29318,48,48,100,100
29319,52,53,55,51
29320,102,102,48,49
29321,48,48,100,100
29322,102,102,48,49
29323,48,48,100,100
29324,102,102,48,49
29325,48,48,100,100
29326,102,102,48,49
29327,48,48,100,100
29328,99,50,57,97
29329,98,97,97,50
29330,48,48,100,100
29331,48,49,100,100
29332,102,102,48,49
29333,48,48,100,100
29334,48,48,100,100
29335,48,49,100,100
29336,53,53,54,100
29337,53,55,98,56
29338,48,57,100,100
29339,48,50,53,51
29340,48,49,100,100
29341,102,102,48,49
29342,48,48,100,100
29343,52,53,55,51
29344,48,51,99,48
29345,51,52,48,48
29346,48,51,102,50
29347,48,48,100,100
29348,48,51,98,51
29349,48,51,97,55
29350,99,54,99,100
29351,100,97,56,97
29352,98,51,101,50
29353,48,51,53,53
29354,48,49,100,100
29355,102,102,48,49
29356,48,48,100,100
29357,102,102,48,49
29358,48,48,100,100
29359,48,51,51,101
29360,52,53,55,51
29361,48,57,100,100
29362,53,52,50,48
29363,48,49,100,100
29364,48,48,100,100
29365,102,102,48,49
29366,48,49,100,100
29367,51,52,48,48
29368,48,51,57,98
29369,48,48,100,100
29370,48,51,48,55
29371,48,57,100,100
29372,48,51,100,57
29373,52,53,55,51
29374,48,48,100,100
29375,101,54,56,100
29376,102,102,48,49
29377,56,53,98,51
29378,48,48,100,100
29379,48,51,52,50
29380,102,102,48,49
29381,102,102,48,49
29382,48,48,100,100
29383,48,48,48,48
29384,52,53,50,100
29385,48,48,100,100
29386,48,51,53,48
29387,48,56,100,100
29388,52,53,50,100
29389,48,48,100,100
29390,102,102,48,49
29391,53,50,57,52
29392,48,49,100,100
29393,102,102,48,49
29394,48,48,100,100
29395,48,51,50,53
29396,102,102,48,49
29397,99,100,53,48
29398,48,48,100,100
29399,48,48,100,100
29400,102,102,48,49
29401,99,55,52,50
29402,48,48,100,100
29403,102,102,48,49
29404,53,53,54,100
29405,52,49,50,49
29406,48,57,100,100
29407,102,102,48,49
29408,53,53,54,100
29409,48,48,100,100
29410,48,57,100,100
29411,102,102,48,49
29412,53,52,50,48
29413,50,49,98,53
29414,102,102,48,49
29415,53,50,55,49
29416,53,52,50,48
29417,102,102,48,49
29418,48,51,99,53
29419,48,48,100,100
29420,48,48,100,100
29421,52,55,100,49
29422,102,102,48,49
29423,53,53,54,100
29424,102,102,48,49
29425,48,48,100,100
29426,57,55,53,100
29427,48,49,100,100
29428,48,48,100,100
29429,52,53,55,51
29430,48,51,53,55
29431,48,48,100,100
29432,102,102,48,49
29433,48,49,100,100
29434,102,102,48,49
29435,48,48,100,100
29436,53,52,50,48
29437,48,57,100,100
29438,102,102,48,49
29439,48,48,100,100
29440,48,51,102,97
29441,48,49,100,100
29442,102,102,48,49
29443,48,49,100,100
29444,48,56,100,100
29445,52,100,57,97
29446,51,50,53,50
29447,102,102,48,49
29448,102,102,48,49
29449,53,53,54,100
29450,48,51,54,102
29451,48,49,100,100
29452,102,102,48,49
29453,57,56,50,99
29454,48,48,100,100
29455,48,48,100,100
29456,48,51,100,97
29457,52,53,50,100
29458,48,51,48,51
29459,102,102,48,49
29460,48,51,99,53
29461,56,48,48,99
29462,102,102,48,49
29463,53,53,54,100
29464,102,102,48,49
29465,102,102,48,49
29466,102,102,48,49
29467,48,48,100,100
29468,102,102,48,49
29469,48,49,100,100
29470,101,57,55,53
29471,48,48,100,100
29472,102,102,48,49
29473,102,102,48,49
29474,102,102,48,49
29475,48,48,100,100
29476,52,53,54,100
29477,53,52,50,48
29478,48,48,100,100
29479,48,48,100,100
29480,102,102,48,49
29481,48,48,100,100
29482,48,56,100,100
29483,48,51,48,54
29484,48,48,100,100
29485,102,102,48,49
29486,48,48,100,100
29487,102,102,48,49
29488,48,48,100,100
29489,102,102,48,49
29490,48,48,100,100
29491,48,48,100,100
29492,53,50,49,56
29493,53,53,54,100
29494,48,48,100,100
29495,102,102,48,49
29496,51,52,48,48
29497,102,102,48,49
29498,51,52,48,48
29499,102,102,48,49
29500,51,52,48,48
29501,48,56,100,100
29502,49,99,55,51
29503,48,49,53,51
29504,53,53,54,100
29505,48,48,100,100
29506,48,56,100,100
29507,48,48,100,100
29508,102,102,48,49
29509,48,56,100,100
29510,102,102,48,49
29511,48,51,53,97
29512,48,57,100,100
29513,48,56,100,100
29514,48,51,51,52
29515,48,51,55,102
29516,48,48,100,100
29517,52,53,57,51
29518,48,48,100,100
29519,102,102,48,49
29520,48,51,48,54
29521,48,49,100,100
29522,48,48,100,100
29523,52,53,55,51
29524,52,53,50,100
29525,48,48,100,100
29526,51,52,48,48
29527,48,48,100,100
29528,102,102,48,49
29529,97,49,52,56
29530,53,52,50,48
29531,48,48,100,100
29532,48,51,54,101
29533,102,102,48,49
29534,48,48,100,100
29535,100,57,56,98
29536,48,51,52,50
29537,54,56,54,52
29538,48,51,52,55
29539,52,53,50,100
29540,52,53,55,51
29541,48,48,100,100
29542,52,53,50,100
29543,48,48,100,100
29544,54,97,49,53
29545,102,102,48,49
29546,48,48,100,100
29547,49,100,56,100
29548,48,48,100,100
29549,48,48,100,100
29550,52,53,55,51
29551,48,48,100,100
29552,50,50,52,57
29553,50,50,52,57
29554,102,102,48,49
29555,50,50,52,57
29556,48,48,100,100
29557,48,48,100,100
29558,102,102,48,49
29559,50,50,52,57
29560,102,52,50,100
29561,48,56,100,100
29562,50,50,52,57
29563,102,102,48,49
29564,55,51,52,53
29565,48,48,100,100
29566,102,102,48,49
29567,102,102,48,49
29568,102,102,48,49
29569,48,48,100,100
29570,102,102,48,49
29571,102,102,48,49
29572,48,49,100,100
29573,56,52,49,54
29574,48,49,100,100
29575,102,102,48,49
29576,102,102,48,49
29577,102,102,48,49
29578,102,53,98,98
29579,48,48,100,100
29580,102,102,48,49
29581,48,48,100,100
29582,48,51,54,98
29583,48,51,48,56
29584,53,52,50,48
29585,97,99,100,54
29586,48,49,100,100
29587,48,49,100,100
29588,53,53,54,100
29589,48,51,52,57
29590,48,51,50,98
29591,55,55,100,57
29592,49,49,56,54
29593,48,48,100,100
29594,102,99,52,57
29595,102,102,48,49
29596,48,48,100,100
29597,53,52,55,100
29598,48,48,100,100
29599,102,102,48,49
29600,52,52,49,51
29601,48,51,57,48
29602,102,102,48,49
29603,48,49,100,100
29604,48,48,100,100
29605,102,102,48,49
29606,48,48,100,100
29607,102,102,48,49
29608,52,56,100,57
29609,48,49,100,100
29610,98,101,52,53
29611,102,102,48,49
29612,99,50,52,52
29613,102,56,98,48
29614,48,48,100,100
29615,48,51,101,97
29616,102,102,48,49
29617,53,52,50,48
29618,102,102,48,49
29619,48,48,100,100
29620,49,54,49,98
29621,51,52,48,48
29622,51,98,98,54
29623,48,48,100,100
29624,100,54,52,53
29625,102,102,48,49
29626,48,48,100,100
29627,48,48,100,100
29628,48,48,100,100
29629,99,51,48,102
29630,48,56,100,100
29631,48,48,100,100
29632,102,102,48,49
29633,102,102,48,49
29634,102,102,48,49
29635,102,102,48,49
29636,102,102,48,49
29637,102,102,48,49
29638,48,49,100,100
29639,102,102,48,49
29640,52,53,54,100
29641,102,102,48,49
29642,48,51,48,54
29643,102,102,48,49
29644,101,55,102,97
29645,48,51,53,55
29646,52,53,55,51
29647,48,51,57,97
29648,48,48,100,100
29649,48,51,53,97
29650,102,102,48,49
29651,48,51,48,51
29652,50,48,57,49
29653,52,53,55,51
29654,102,102,48,49
29655,102,102,48,49
29656,50,56,53,57
29657,48,48,100,100
29658,48,48,100,100
29659,48,48,100,100
29660,102,102,48,49
29661,102,102,48,49
29662,48,48,100,100
29663,48,51,97,51
29664,48,51,100,97
29665,48,48,100,100
29666,102,102,48,49
29667,49,100,100,57
29668,48,49,100,100
29669,102,102,52,97
29670,48,51,102,99
29671,48,51,56,97
29672,51,54,56,101
29673,48,51,98,56
29674,48,48,100,100
29675,48,56,100,100
29676,48,51,97,50
29677,48,51,52,52
29678,48,48,100,100
29679,102,102,48,49
29680,55,54,98,51
29681,99,48,52,54
29682,48,51,51,55
29683,48,48,100,100
29684,102,102,48,49
29685,53,55,53,48
29686,48,48,48,48
29687,48,48,100,100
29688,100,50,53,50
29689,48,55,97,99
29690,48,56,100,100
29691,48,56,100,100
29692,102,102,48,49
29693,48,48,100,100
29694,48,48,100,100
29695,50,51,99,100
29696,48,48,100,100
29697,48,51,102,97
29698,48,51,48,48
29699,48,51,100,50
29700,101,57,99,99
29701,48,51,55,56
29702,48,51,51,100
29703,48,48,100,100
29704,49,99,50,54
29705,48,48,100,100
29706,48,48,100,100
29707,48,51,48,48
29708,48,51,100,54
29709,53,52,50,48
29710,48,48,100,100
29711,53,52,50,48
29712,51,48,51,54
29713,54,53,98,51
29714,48,48,100,100
29715,102,102,48,49
29716,48,51,100,49
29717,48,48,100,100
29718,53,52,50,48
29719,48,48,100,100
29720,48,48,100,100
29721,48,57,100,100
29722,48,48,100,100
29723,102,102,48,49
29724,48,51,101,53
29725,48,49,100,100
29726,97,99,54,54
29727,102,102,48,49
29728,48,57,100,100
29729,102,102,48,49
29730,102,102,48,49
29731,52,53,55,51
29732,48,48,100,100
29733,48,48,100,100
29734,102,102,48,49
29735,102,102,48,49
29736,48,48,100,100
29737,48,55,97,99
29738,48,48,100,100
29739,48,48,100,100
29740,102,102,48,49
29741,48,48,100,100
29742,99,48,100,54
29743,48,48,100,100
29744,102,102,48,49
29745,50,50,52,57
29746,48,48,100,100
29747,48,51,48,52
29748,102,52,57,55
29749,50,50,52,57
29750,48,51,54,51
29751,51,52,48,48
29752,48,49,100,100
29753,48,48,100,100
29754,50,48,98,50
29755,48,48,100,100
29756,48,51,55,55
29757,48,48,100,100
29758,102,102,48,49
29759,102,102,48,49
29760,52,53,55,51
29761,53,48,54,57
29762,48,99,51,56
29763,48,49,100,100
29764,102,102,48,49
29765,102,102,48,49
29766,48,48,100,100
29767,102,102,48,49
29768,53,53,54,100
29769,48,51,55,56
29770,48,48,100,100
29771,55,98,48,100
29772,48,48,100,100
29773,53,52,50,48
29774,48,51,101,54
29775,48,51,49,102
29776,48,56,100,100
29777,102,102,48,49
29778,48,48,100,100
29779,52,53,55,51
29780,48,51,49,55
29781,102,55,100,102
29782,48,49,100,100
29783,52,53,54,100
29784,48,48,100,100
29785,50,50,52,57
29786,102,102,48,49
29787,102,102,48,49
29788,53,53,54,100
29789,48,51,51,54
29790,102,102,48,49
29791,48,98,101,99
29792,48,48,100,100
29793,102,102,48,49
29794,48,49,100,100
29795,53,53,54,100
29796,102,102,48,49
29797,102,102,48,49
29798,48,51,97,53
29799,48,48,100,100
29800,48,56,100,100
29801,102,102,48,49
29802,48,48,100,100
29803,48,48,100,100
29804,102,102,48,49
29805,48,51,48,54
29806,48,48,100,100
29807,48,56,100,100
29808,48,51,102,100
29809,99,102,54,100
29810,48,48,100,100
29811,48,48,100,100
29812,102,102,48,49
29813,102,102,48,49
29814,48,51,50,54
29815,48,51,48,101
29816,48,55,97,99
29817,48,56,100,100
29818,57,56,100,56
29819,48,49,100,100
29820,48,48,100,100
29821,48,51,54,97
29822,48,48,100,100
29823,51,52,48,48
29824,48,56,100,100
29825,48,48,100,100
29826,48,48,100,100
29827,53,52,50,48
29828,52,53,55,51
29829,48,56,100,100
29830,48,48,100,100
29831,48,48,100,100
29832,48,49,100,100
29833,98,102,53,54
29834,48,48,100,100
29835,56,56,100,97
29836,48,48,100,100
29837,102,102,48,49
29838,48,48,100,100
29839,48,48,48,48
29840,53,52,50,48
29841,53,53,54,100
29842,102,102,48,49
29843,48,48,100,100
29844,48,48,100,100
29845,48,48,100,100
29846,102,102,48,49
29847,48,48,100,100
29848,48,48,54,97
29849,53,52,50,48
29850,48,48,100,100
29851,53,52,50,48
29852,48,49,100,100
29853,48,48,100,100
29854,102,102,48,49
29855,48,56,100,100
29856,102,102,48,49
29857,48,48,48,48
29858,48,48,100,100
29859,48,56,100,100
29860,102,102,48,49
29861,48,48,100,100
29862,102,102,48,49
29863,97,100,102,55
29864,48,56,100,100
29865,102,102,48,49
29866,48,48,100,100
29867,101,55,102,99
29868,50,50,52,57
29869,48,57,100,100
29870,48,51,48,48
29871,48,48,100,100
29872,57,57,49,49
29873,53,53,54,100
29874,48,48,100,100
29875,51,52,48,48
29876,102,102,48,49
29877,48,49,100,100
29878,53,53,54,100
29879,51,100,53,101
29880,48,51,97,50
29881,56,53,48,56
29882,102,102,48,49
29883,48,48,100,100
29884,50,50,52,57
29885,48,48,100,100
29886,48,51,98,97
29887,102,102,48,49
29888,52,53,54,100
29889,51,52,51,97
29890,48,48,100,100
29891,48,51,54,52
29892,48,48,100,100
29893,102,102,48,49
29894,48,51,54,51
29895,48,48,100,100
29896,51,52,48,48
29897,52,99,49,101
29898,48,48,100,100
29899,48,51,55,57
29900,48,56,100,100
29901,102,102,48,49
29902,52,53,50,100
29903,53,53,54,100
29904,48,48,100,100
29905,48,48,100,100
29906,48,48,100,100
29907,57,57,56,101
29908,48,49,100,100
29909,48,57,100,100
29910,48,51,102,52
29911,48,48,100,100
29912,52,53,54,100
29913,49,99,48,102
29914,102,100,97,52
29915,48,48,100,100
29916,53,49,51,53
29917,102,102,48,49
29918,48,51,56,100
29919,97,102,54,97
29920,53,52,50,48
29921,48,51,98,49
29922,48,51,101,100
29923,48,48,48,48
29924,48,51,98,56
29925,48,51,56,52
29926,48,51,52,48
29927,102,102,48,49
29928,102,102,48,49
29929,102,102,48,49
29930,102,102,48,49
29931,48,51,102,101
29932,48,48,100,100
29933,48,57,100,100
29934,48,48,100,100
29935,55,101,55,56
29936,53,52,50,48
29937,52,55,50,98
29938,48,48,100,100
29939,48,51,98,55
29940,57,56,49,51
29941,48,51,57,52
29942,56,52,49,53
29943,102,102,48,49
29944,52,53,50,100
29945,48,51,48,50
29946,102,102,48,49
29947,49,100,98,97
29948,48,48,100,100
29949,48,100,102,52
29950,102,102,48,49
29951,48,48,100,100
29952,48,55,97,99
29953,48,56,100,100
29954,48,51,98,51
29955,48,48,100,100
29956,102,56,55,97
29957,48,48,100,100
29958,48,48,100,100
29959,102,102,48,49
29960,48,51,49,55
29961,48,49,100,100
29962,48,49,100,100
29963,102,102,48,49
29964,102,102,48,49
29965,48,48,100,100
29966,48,48,100,100
29967,102,102,48,49
29968,53,52,50,48
29969,52,53,55,51
29970,102,102,48,49
29971,48,51,97,57
29972,102,102,48,49
29973,53,53,54,100
29974,48,51,57,50
29975,48,49,100,100
29976,102,102,48,49
29977,48,48,100,100
29978,102,102,48,49
29979,48,56,100,100
29980,102,102,48,49
29981,48,56,100,100
29982,97,55,53,100
29983,102,102,48,49
29984,48,51,98,50
29985,49,99,97,50
29986,102,102,48,49
29987,102,102,48,49
29988,53,53,54,100
29989,99,49,50,99
29990,102,102,48,49
29991,52,53,54,100
29992,102,102,48,49
29993,50,98,48,57
29994,48,48,100,100
29995,53,53,54,100
29996,48,48,100,100
29997,102,102,48,49
29998,55,57,55,99
29999,48,51,54,49
30000,48,48,100,100
30001,48,56,100,100
30002,48,55,97,99
30003,48,51,55,100
30004,48,48,48,56
30005,53,53,54,100
30006,102,102,48,49
30007,52,53,55,51
30008,53,52,50,48
30009,48,51,50,56
30010,56,56,56,102
30011,54,101,57,52
30012,101,100,98,49
30013,48,48,48,48
30014,48,48,100,100
30015,48,48,100,100
30016,102,102,48,49
30017,102,102,48,49
30018,56,57,98,48
30019,49,99,54,50
30020,48,48,100,100
30021,48,51,48,51
30022,48,49,100,100
30023,48,56,100,100
30024,52,53,55,51
30025,53,52,50,48
30026,48,48,100,100
30027,48,48,100,100
30028,51,52,48,48
30029,48,48,100,100
30030,48,48,100,100
30031,48,51,56,50
30032,48,49,100,100
30033,52,53,48,48
30034,48,48,100,100
30035,53,48,52,51
30036,48,48,100,100
30037,55,97,50,51
30038,48,48,100,100
30039,57,57,51,102
30040,102,102,48,49
30041,48,48,100,100
30042,102,102,48,49
30043,48,49,100,100
30044,50,50,52,57
30045,48,48,100,100
30046,53,53,54,100
30047,48,51,100,49
30048,53,53,54,100
30049,48,48,100,100
30050,48,48,100,100
30051,48,48,100,100
30052,102,102,48,49
30053,102,102,48,49
30054,52,53,55,51
30055,50,50,52,57
30056,98,99,55,49
30057,49,102,51,53
30058,48,48,100,100
30059,102,102,48,49
30060,48,51,49,53
30061,48,48,100,100
30062,102,102,48,49
30063,53,53,54,100
30064,101,99,98,100
30065,52,53,50,100
30066,48,48,100,100
30067,53,52,50,48
30068,49,52,54,56
30069,48,98,55,53
30070,48,51,50,53
30071,102,102,48,49
30072,48,48,100,100
30073,48,51,56,99
30074,102,102,48,49
30075,48,49,100,100
30076,102,102,48,49
30077,50,53,99,53
30078,57,57,100,57
